id,title,fulltitle,thumbnail,description,duration,view_count,like_count,average_rating,comment_count,channel_id,channel,channel_follower_count,uploader,uploader_id,availability,live_status,is_live,was_live,age_limit,_has_drm,_type,whisper_lang,whisper_probability,accessible_in_youtube_music,related_to,release_year,upload_date,categories,tags,chapters,automatic_captions,subtitles,release_date,album,artist,track
gaFDT-8npnE,2 de mayo de 2024,2 de mayo de 2024,https://i.ytimg.com/vi/gaFDT-8npnE/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLCCaH6xrwBdUEiHhlMabCmqUfcx4A,,9,708,33,,29,UCkcdI-gclD2jwKkiBazUVag,Victor Gonzalez Villalba,53,Victor Gonzalez Villalba,@victorgonzalezvillalba2531,public,not_live,False,False,0,,video,es,0.991,FALSE,0,,5/2/2024,Film & Animation,[],null,"[""es-orig""]",[],,,,
iQsmC-GZ6HQ,Pero que esta pasando aqui xD:Pokemon DARK BLACK,Pero que esta pasando aqui xD:Pokemon DARK BLACK,https://i.ytimg.com/vi_webp/iQsmC-GZ6HQ/maxresdefault.webp,"Twiter:https://twitter.com/Braulio92838402 
Para poder usarlo aunque sea :V",1649,17,4,,7,UClXqisgP6fRekbqx9_iNYDQ,Max Games44,345,Max Games44,@MaxGames44,public,not_live,False,False,0,,video,es,0.9666,FALSE,0,,12/30/2017,Gaming,[],null,"[""es-orig""]",[],,,,
pMpUd-6s3y8,12 de octubre de 2020:Poesías  con la historia de Florencia Esses,12 de octubre de 2020:Poesías  con la historia de Florencia Esses,https://i.ytimg.com/vi/pMpUd-6s3y8/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AGUA4AC0AWKAgwIABABGH8gSygsMA8=&rs=AOn4CLCYIjrzBWJu0GP452CKMOtwB8fAHw,,193,28,0,,,UCQchUdCCxbsVOK-hWpaJ2Fg,Clara Ares,30,Clara Ares,@claraares6440,public,not_live,False,False,0,,video,es,0.9999,FALSE,0,,10/12/2020,People & Blogs,"[""Literatura infantil""]",null,"[""es-orig""]",[],,,,
crCIC-Kf3cw,30 de marzo de 2023,30 de marzo de 2023,https://i.ytimg.com/vi/crCIC-Kf3cw/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYfyAwKBcwDw==&rs=AOn4CLAsradCHPvhfjprcQUy5SGKQWKBjQ,,24,4,3,,,UCCQRYBdI1BRUlga_YqXjhcw,Luisa Amatista,840,Luisa Amatista,@kenberligiron2421,public,not_live,False,False,0,,video,es,0.998,FALSE,0,,3/30/2023,People & Blogs,[],null,"[""es-orig""]",[],,,,
NNqnh-iawTs,Leo Diciembre 2020,Leo Diciembre 2020,https://i.ytimg.com/vi/NNqnh-iawTs/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AG-AoAC4AOKAgwIABABGHIgWShAMA8=&rs=AOn4CLDK8EO2wYb7ppI-SpJl1LZ4b2HAmw,Leo Diciembre Leo signo Leo zodiaco Leo Messi Leo zona,137,19,0,,,UC4TrTcSqaZTmmX2u1rbjrdQ,Miguel Omar Domínguez Solís,729,Miguel Omar Domínguez Solís,@tusignoenunminuto6718,public,not_live,False,False,0,,video,es,0.9987,FALSE,0,,12/12/2020,People & Blogs,[],null,"[""es-orig""]",[],,,,
xWIIk-kHrgc,Así es 🔥🔥🔥,Así es 🔥🔥🔥,https://i.ytimg.com/vi/xWIIk-kHrgc/maxresdefault.jpg,,13,23,3,,,UCmwmbvTajVzvMbwd4tYbqBw,Alejandro de Astora.,615,Alejandro de Astora.,@alejandro_de_astora,public,not_live,False,False,0,,video,es,0.9888,FALSE,0,,9/3/2023,Gaming,"[""Starfield"", ""Starfield game"", ""Videogames"", ""No mans sky"", ""Nms"", ""Bethesda"", ""Hello game""]",null,"[""es-orig""]",[],,,,
skGnE-MnTrM,Grabando a escondidas  de Rubén detrás de cámaras,Grabando a escondidas  de Rubén detrás de cámaras,https://i.ytimg.com/vi/skGnE-MnTrM/maxresdefault.jpg,El video que se supone que íbamos a grabar no se pudo hacer porque se enojo conmigo Rubén conmigo,532,1,0,,,UClhWU3tJxgZn1QYpH8WuPxw,Baby yoda ,127,Baby yoda ,@Baby_123yoda,public,not_live,False,False,0,,video,es,0.9928,FALSE,0,,6/8/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
tRcyf-3se_k,Un poco de Sausage Man #1,Un poco de Sausage Man #1,https://i.ytimg.com/vi/tRcyf-3se_k/sddefault.jpg,,107,3,0,,,UCJ4pISs6RlbXffOLhMRDYdA,JCARLOS211,54,JCARLOS211,@jcarlos2113,public,not_live,False,False,0,,video,es,0.922,FALSE,0,,7/19/2021,Entertainment,[],null,"[""es-orig""]",[],,,,
PjmME-Gsvqw,ENTREVISTA AL PR  JAVIER CAVERO DESDE TRUJILLO,ENTREVISTA AL PR  JAVIER CAVERO DESDE TRUJILLO,https://i.ytimg.com/vi/PjmME-Gsvqw/hqdefault.jpg,Entrevista al Pastor Javier Cavero sobre la pandemia y la coyuntura política,2938,44,1,,1,UCMG8tO5EX1s25o6I8HPdAKA,Euclides Olivas Ortega,482,Euclides Olivas Ortega,@euclidesolivasortega9789,public,not_live,False,False,0,,video,es,0.9977,FALSE,0,,5/18/2021,People & Blogs,[],null,"[""es-orig""]",[],,,,
fyDgb-H5Zmw,"Hilo de wotofo, una pasada!!Video para mayores de edad!!!","Hilo de wotofo, una pasada!!Video para mayores de edad!!!",https://i.ytimg.com/vi_webp/fyDgb-H5Zmw/maxresdefault.webp,,360,3375,35,,52,UCUKwqbUktnm6DmK1iUNbA5w,Tamu Vapea!!,214,Tamu Vapea!!,@tamuvapea9393,public,not_live,False,False,0,,video,es,0.9707,FALSE,0,,1/30/2019,Gaming,[],null,"[""es-orig""]",[],,,,
leCeV-sXY-Y,18 de febrero de 2024,18 de febrero de 2024,https://i.ytimg.com/vi/leCeV-sXY-Y/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYHCBlKFQwDw==&rs=AOn4CLCwacRvd8ZcqWvIZKtyKPZ4x7bnJg,,14,10,1,,,UCUoDAg70Bl4914pqd6VE6Zw,Elpiguas,2,Elpiguas,@Elpiguas,public,not_live,False,False,0,,video,es,0.8561,FALSE,0,,2/18/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
VZMRd-Hu08g,tjetduurs,tjetduurs,https://i.ytimg.com/vi/VZMRd-Hu08g/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYEyA1KH8wDw==&rs=AOn4CLBZyCFxoJmlynG82PNlAdSymQuh_A,,15,124,6,,,UCwfsnoOv9zf6LdCsCOXhTPg,kioms_kit,140,kioms_kit,@yugkkfjtkuf2106,public,not_live,False,False,0,,video,es,0.9918,FALSE,0,,7/24/2023,People & Blogs,[],null,"[""es-orig""]",[],,,,
eiqPK-2Xe70,baladas.,baladas.,https://i.ytimg.com/vi/eiqPK-2Xe70/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AGMAoAC4AOKAgwIABABGGUgTig7MA8=&rs=AOn4CLAcx4GaQ51ut0Ew_nel4ohJfkx3gA,,168,1,0,,,UClL0I_SKuhs6BWsav76HmNg,Animax,525,Animax,@Animax245,public,not_live,False,False,0,,video,es,0.99,TRUE,0,,10/7/2021,People & Blogs,[],null,[],[],,,,
HghBb-hxFOs,Manuel fire 😎😎😎,Manuel fire 😎😎😎,https://i.ytimg.com/vi/HghBb-hxFOs/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBbKFMwDw==&rs=AOn4CLB2wQe06VV9wypCZB1UoZE8qAL7qQ,,60,460,31,,,UCM6JqPS0z7bFXags0RTMlBQ,Manuel fire,565,Manuel fire,@Manuelfire-lo1mb,public,not_live,False,False,0,,video,es,0.9975,FALSE,0,,6/5/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
mCJlV-JsFDY,New trend ...New dance trend ....2020,New trend ...New dance trend ....2020,https://i.ytimg.com/vi_webp/mCJlV-JsFDY/maxresdefault.webp,,105,23,6,,,UCaUSj8I0l-5Z0NYC5gjdHDQ,Iqra Razzaq,186,Iqra Razzaq,@iqrarazzaq628,public,not_live,False,False,0,,video,es,0.9896,FALSE,0,,8/11/2020,People & Blogs,[],null,"[""es-orig""]",[],,,,
QRRUT-R9dvE,REGALO DE VIDA (Cover),REGALO DE VIDA (Cover),https://i.ytimg.com/vi/QRRUT-R9dvE/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH4AoAC4AOKAgwIABABGH8gQygrMA8=&rs=AOn4CLDfJ6nK1qNdGLvwSHlyqAKmX__ukQ,Agustín Flores,200,178,11,,,UCCXe42BCbQAvQ8gQeMHPndA,Agustin Flores,20,Agustin Flores,@agustinflores5494,public,not_live,False,False,0,,video,es,0.9998,TRUE,0,,3/5/2018,People & Blogs,[],null,[],[],,,,
BHUof-pDDng,Moderatto - Auditorio Gnp Seguros 2024,Moderatto - Auditorio Gnp Seguros 2024,https://i.ytimg.com/vi/BHUof-pDDng/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYRyBTKHIwDw==&rs=AOn4CLDr4FYtxPCLuxyLZkCTj7Loc1vTEA,,14,3,0,,,UC4Lij_cHL7_8_-tCKo6VJjw,Maribel Reyna Asmr,15800,Maribel Reyna Asmr,@MaribelReynadelBosque,public,not_live,False,False,0,,video,es,0.7732,FALSE,0,,3/22/2024,Entertainment,[],null,"[""es-orig""]",[],,,,
XhCze-iuKPw,El debate sobre la Disciplina,El debate sobre la Disciplina,https://i.ytimg.com/vi/XhCze-iuKPw/sddefault.jpg,"Esta semana se arrestó al asambleísta Joaquín Arámbula y según la información habría golpeado a su hija, ahora muchos padres se preguntan ¿cuál es la forma correcta de disciplinar a sus hijos?  Sara Villegas tiene reacciones de nuestra gente y expertos sobre este tema tan controversial.",131,320,4,,,UCHfVAloEjXNTsJupADol23w,Telemundo Sacramento,10200,Telemundo Sacramento,@telemundo33sacramento,public,not_live,False,False,0,,video,es,0.9993,FALSE,0,,12/14/2018,News & Politics,[],null,"[""es-orig""]",[],,,,
PgpOS-Cj5RU,12 de julio de 2017,12 de julio de 2017,https://i.ytimg.com/vi/PgpOS-Cj5RU/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AeYCgALgA4oCDAgAEAEYZSBOKDswDw==&rs=AOn4CLBhLv94kLp3opbOtHWG5OYiZ4E6cQ,,4,3,0,,,UCq40MotG_w6wGg1mv2pn6nA,florencia Cristaldo,,florencia Cristaldo,@florenciacristaldo8321,public,not_live,False,False,0,,video,es,0.8959,FALSE,0,,7/12/2017,People & Blogs,[],null,[],[],,,,
aoQMo-uOm1w,RESISTEN EL CIERRE DE LA ESCUELA 7706 DE PIEDRA PARADA,RESISTEN EL CIERRE DE LA ESCUELA 7706 DE PIEDRA PARADA,https://i.ytimg.com/vi/aoQMo-uOm1w/maxresdefault.jpg,"RESISTEN EL CIERRE DE LA ESCUELA 7706 DE PIEDRA PARADA

La comunidad educativa y las familias están reclamando ante la anunciada clausura de esta institución y la re localización de sus alumnos.
Nancy Amado, directora del establecimiento dialogó en la mañana de Ventana Andina , horas antes de una reunión con directivos del Ministerio de Educación de Chubut, donde reseñó estos momentos y los sentimientos de los alumnos y familias.",712,14,0,,,UC0RRcJyGPVZPRdMw7kK6NUw,Patagonia Andina,1080,Patagonia Andina,@FMPatagoniaAndina,public,not_live,False,False,0,,video,es,0.9997,FALSE,0,2022,3/14/2022,News & Politics,[],"[{""start_time"": 0.0, ""title"": ""RESISTEN EL CIERRE DE LA ESCUELA 7706 DE PIEDRA PARADA"", ""end_time"": 78.0}, {""start_time"": 78.0, ""title"": ""C\u00d3MO SURGI\u00d3 EL CIERRE DE LA ESCUELA 7706"", ""end_time"": 221.0}, {""start_time"": 221.0, ""title"": ""AQUELLOS QUE QUEDAN DEL A\u00d1O PASADO"", ""end_time"": 554.0}, {""start_time"": 554.0, ""title"": ""CONCLUSION"", ""end_time"": 712}]","[""es-orig""]",[],20220314,,,
Vfzqs-I_-xA,23 de marzo de 2024,23 de marzo de 2024,https://i.ytimg.com/vi/Vfzqs-I_-xA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYfyAkKBUwDw==&rs=AOn4CLBRV4lsTBPpkkZe4CwEzMLvvyGuDQ,,8,6,0,,,UCYIYpBu9vLiO_BDRRHVvQsw,Iris De Los Santos,,Iris De Los Santos,@irisdelossantos7656,public,not_live,False,False,0,,video,es,0.9839,FALSE,0,,3/23/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
EzJlt-jRlHk,Nuestro primer Vlog _ Vivencia // Cosas que nos pasan.,Nuestro primer Vlog _ Vivencia // Cosas que nos pasan.,https://i.ytimg.com/vi/EzJlt-jRlHk/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AGGAoAC4AOKAgwIABABGGUgVShQMA8=&rs=AOn4CLA-bo3a5zANRudMBgHku19tDS4wyQ,"Bienvenidos a nuestro canal de youtube. 

Comenzamos haciendo este video para nuestra familia, quisimos compartirlo con todos Uds., ya que nos dijeron que tenemos ""talento"" 

Somos 5 hermanas italianas desde 47 años hasta la 56. Por los momentos estamos separadas, pero pronto nos volveremos a encontrar.",98,49,7,,,UCjEi4dQ-ma64CcFrmWD7eIw,Sorelle Stampone,4,Sorelle Stampone,@sorellestampone833,public,not_live,False,False,0,,video,es,0.9924,FALSE,0,,11/24/2019,People & Blogs,"[""cocina"", ""hermanas"", ""newvlog"", ""cardiff"", ""inglaterra"", ""espa\u00f1ol""]",null,"[""es-orig""]",[],,,,
GmvPD-JUrSs,Certificación Modulo Liderazgo,Certificación Modulo Liderazgo,https://i.ytimg.com/vi/GmvPD-JUrSs/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBQKDcwDw==&rs=AOn4CLD7tQilm-8Eo5YPFOsPDcI7Q9ZX3w,"En la Academia hemos preparado esta certificación con actualizaciones y precio de una oferta única de aniversario.

Vas a vivir una experiencia única, extraordinaria y transformadora. Te encontrarás con tu mejor versión para agregar ese valor a otras personas✨💖Ya pronto!
https://academiadecoachingintegral.com/certificacion-coaching-integral-by-aci/

📅 Fecha: 07 de septiembre, 2023
💻Lugar: online vía zoom
📞 llama al 407-256-7531 para más información
📨 envía un mensaje y te envío más información
🔊 recuerda el anuncio: PRECIO ESPECIAL POR ANIVERSARIO 💡🎁

💖Y 𝗟𝗢 𝗠𝗘𝗝𝗢𝗥 te voy a compartir en nuestro bono de Mercadeo, la estrategia de ¿Cómo diseñar el proyecto que quieres compartir con el mundo? para que inicies con pasos firmes. Eso marca una diferencia.
Te esperamos
Milagro Rubio Perroni",59,17,3,,,UCb-DXDlzTXMavZXrp3xHyWg,"Academia de Coaching Integral, LLC",165,"Academia de Coaching Integral, LLC",@academiadecoachingintegral2030,public,not_live,False,False,0,,video,es,0.9996,FALSE,0,,8/14/2023,Entertainment,[],null,"[""es-orig""]",[],,,,
TpqQZ-K3WXQ,cazando a los ratones🐀🐀 😻🤭🤭,cazando a los ratones🐀🐀 😻🤭🤭,https://i.ytimg.com/vi/TpqQZ-K3WXQ/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AeYCgALgA4oCDAgAEAEYZSBdKEswDw==&rs=AOn4CLBUktf4jt9jifbtHNmMRYdxoZxARQ,,19,2,0,,,UCQ3iYVPXtk8yOaPCihAjIew,Joss Jicha,27,Joss Jicha,@jossjicha8129,public,not_live,False,False,0,,video,es,0.9365,FALSE,0,,3/4/2021,People & Blogs,[],null,"[""es-orig""]",[],,,,
pEXcq-BXw1I,CALL OF DUTY MOBILE,CALL OF DUTY MOBILE,https://i.ytimg.com/vi/pEXcq-BXw1I/sddefault.jpg,,1016,1,0,,,UCtGWXhXN0H9NL9NSLM8UU_w,Stradrista,217,Stradrista,@drista3570,public,not_live,False,False,0,,video,es,0.9234,FALSE,0,,1/20/2021,Gaming,[],null,[],[],,,,
jSxEU-PtCD4,13 de junio de 2022,13 de junio de 2022,https://i.ytimg.com/vi/jSxEU-PtCD4/hq720_2.jpg?sqp=-oaymwEdCJYDENAFSFXyq4qpAw8IARUAAIhCcAHAAQbQAQE=&rs=AOn4CLAZjyQrskuCpmzd9Gby6_QPvceTOA,,15,5,1,,,UCejofLh7_3zB1syPQbExyAw,videos mágicos qué 🤙,36,videos mágicos qué 🤙,@videosmagicosque3190,public,not_live,False,False,0,,video,es,0.8922,FALSE,0,,6/13/2022,People & Blogs,[],null,"[""es-orig""]",[],,,,
uvbbO-gaELM,Suspensión permanente,Suspensión permanente,https://i.ytimg.com/vi/uvbbO-gaELM/sddefault.jpg,,4,70,2,,,UC42OQUS1XOLtodk4k4wZ9Ww,memes for the admin,582,memes for the admin,@memesadmin8040,public,not_live,False,False,0,,video,es,0.9104,FALSE,0,,11/28/2021,People & Blogs,[],null,"[""es-orig""]",[],,,,
FUUyF-FJEvs,Pedaleando en el parque de los sueños,Pedaleando en el parque de los sueños,https://i.ytimg.com/vi/FUUyF-FJEvs/maxresdefault.jpg,,83,48,4,,1,UCLygoRfCwH__DgCqaJZ3TrQ,Manuel Jose Rodriguez Jimenez,17,Manuel Jose Rodriguez Jimenez,@manueljoserodriguezjimenez5392,public,not_live,False,False,0,,video,es,0.9493,FALSE,0,,1/14/2020,People & Blogs,[],null,[],[],,,,
WChNZ-fuQU8,GAITA BURRA SONIDO LA CONGA,GAITA BURRA SONIDO LA CONGA,https://i.ytimg.com/vi_webp/WChNZ-fuQU8/maxresdefault.webp,,505,57120,474,,13,UCfjIXOzOhp5bTmUeWKHQfzw,ron74 sonidero,14400,ron74 sonidero,@ron74soniderorumbero,public,not_live,False,False,0,,video,es,0.9687,FALSE,0,,6/23/2015,People & Blogs,[],null,"[""es-orig""]",[],,,,
KdJmO-IHPp0,17 de febrero de 2022,17 de febrero de 2022,https://i.ytimg.com/vi/KdJmO-IHPp0/hq720_2.jpg?sqp=-oaymwEdCJYDENAFSFXyq4qpAw8IARUAAIhCcAHAAQbQAQE=&rs=AOn4CLBE4OTQeSatg8an7uKjlhgqMb63Xg,,51,0,1,,,UCbQ85BzPOuvoAWzq5lM9gCA,FANS DE KIMBERLY LOAIZA,68,FANS DE KIMBERLY LOAIZA,@fansdekimberlyloaiza8093,public,not_live,False,False,0,,video,es,0.9815,FALSE,0,,2/18/2022,People & Blogs,[],null,"[""es-orig""]",[],,,,
yCaHL--YK0I,2 de junio de 2024,2 de junio de 2024,https://i.ytimg.com/vi/yCaHL--YK0I/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBNKEEwDw==&rs=AOn4CLDFrdz8DA-d5XYOo9hsrYr0j-DCSg,,13,0,0,,,UCLNRvIY4W4gDT_TIDUbq0VQ,AMPARO PAPAMIJA,20,AMPARO PAPAMIJA,@amparopapamija2017,public,not_live,False,False,0,,video,es,0.9832,FALSE,0,,6/2/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
EsfmM-69kXw,ASÍ ES VIAJAR A ESTADOS UNIDOS DESDE COLOMBIA EN CUARENTENA,ASÍ ES VIAJAR A ESTADOS UNIDOS DESDE COLOMBIA EN CUARENTENA,https://i.ytimg.com/vi_webp/EsfmM-69kXw/maxresdefault.webp,"DOCUMENTÉ EL PROCESO DE LLEGAR A ESTADOS UNIDOS DESDE COLOMBIA, VIAJANDO EN AVION Y LUEGO CARRO
SIGANME EN INSTAGRAM➡️  http://bit.ly/2BzXHND

SUSCRIBETE acá ➡️http://bit.ly/2v7Wnzc

mi canal en ingles:➡️ https://goo.gl/6X5yVS",791,236784,16279,,1800,UC6MwGi30pqAmg2djWyksUBA,Zach Morris,2250000,Zach Morris,@zacmorri,public,not_live,False,False,0,,video,es,0.9805,FALSE,0,,5/3/2020,People & Blogs,"[""VIDEOS"", ""DIARIOS"", ""VLOGS"", ""VIAJE"", ""COMIDA"", ""GRINGO"", ""ZACH MORRIS"", ""latinoamerica"", ""mujeres"", ""Colombia"", ""mexico""]","[{""start_time"": 0, ""end_time"": 426.0, ""title"": ""<Untitled Chapter 1>""}, {""start_time"": 426.0, ""title"": ""ALGUN LUGAR EN LA FLORIDA"", ""end_time"": 503.0}, {""start_time"": 503.0, ""title"": ""CAMINO A GEORGIA"", ""end_time"": 644.0}, {""start_time"": 644.0, ""title"": ""ATLANTA, GEORGIA"", ""end_time"": 690.0}, {""start_time"": 690.0, ""title"": ""NASHVILLE, TENNESSEE"", ""end_time"": 791}]","[""es-orig""]",[],,,,
pOewt-KJ83Y,Programa de  Sábado 25 de Junio 2022,Programa de  Sábado 25 de Junio 2022,https://i.ytimg.com/vi/pOewt-KJ83Y/maxresdefault.jpg,"We don't have the rights of the music played on this program... the rights belong to the owners and/or Authors. Music played is for worship purposes only.

No Tenemos los derechos de música que los derechos pertenecen al autor. La Música utilizada es sólo con el propósito de Alabanza.",2961,28,2,,,UC295GFlRc1i026gPZ5-FtAg,Iglesia Adventista Nueva Esperanza SLC Utah,754,Iglesia Adventista Nueva Esperanza SLC Utah,@iglesiaadventistanuevaespe1957,public,was_live,False,True,0,,video,es,0.9934,FALSE,0,2022,6/26/2022,Entertainment,[],null,"[""es-orig""]",[],20220626,,,
LxaHv-h0x4g,RANGERS VS BARNECHEA,RANGERS VS BARNECHEA,https://i.ytimg.com/vi_webp/LxaHv-h0x4g/maxresdefault.webp,RANGERS VS BARNECHEA FUTBOL CHILENO ASCENSO FECHA 5 #RANGERS #BARNECHEA #TNTSPORTS,571,922,4,,,UCO0Q8vnt7zQkjAV83We2P1A,FUTBOL VIRTUAL,7190,FUTBOL VIRTUAL,@futbolvirtual9322,public,not_live,False,False,0,,video,es,0.9992,FALSE,0,,5/10/2021,Sports,"[""RANGERS VS BARNECHEA"", ""RANGERS VS"", ""RANGERS"", ""BARNECHEA VS RANGERS"", ""BARNECHEA VS"", ""BARNECHEA"", ""FUTBOL CHILENO"", ""FUTBOL"", ""CHILENO"", ""CHILE"", ""ASCENSO"", ""FECHA 5"", ""TNT SPORTS"", ""TNT Sports"", ""tnt sports chile"", ""chile"", ""f\u00fatbol chileno"", ""campeonato nacional"", ""campeonato nacional 2021"", ""programa"", ""Goles"", ""ascenso 2021"", ""ascenso chile""]",null,"[""es-orig""]",[],,,,
xrCSh-TECnA,viendo videos de tumba techos de Andrés,viendo videos de tumba techos de Andrés,https://i.ytimg.com/vi/xrCSh-TECnA/maxresdefault.jpg,,579,49,5,,,UCIFqxHKFKYiLlYLYwakVDpw,bauti tube,1360,bauti tube,@Bauti8090,public,not_live,False,False,0,,video,es,0.9978,FALSE,0,,6/16/2024,People & Blogs,"[""Grabado con XRecorder: https://recorder.page.link/Best""]",null,"[""es-orig""]",[],,,,
hvZEi-LOamk,talento #shortsvideo #colombia #comedy #humor #risas #jajaja #music #musica,talento #shortsvideo #colombia #comedy #humor #risas #jajaja #music #musica,https://i.ytimg.com/vi/hvZEi-LOamk/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZCBkKGQwDw==&rs=AOn4CLBuZX2iE8VB3U2XSYOZ43yAuEYr1g,,24,518,12,,,UCS6OQOsqksF7Whl3_i6TYwg,De todo un poco,256,De todo un poco,@detodounpocopapa,public,not_live,False,False,0,,video,es,0.9911,FALSE,0,,8/9/2023,People & Blogs,[],null,"[""es-orig""]",[],,,,
